#separator:tab
#html:true
#guid column:1
b(,QwC<[w>	見える	みえる	能看见；可见	見[み]える	[sound:a549e52159bf8ad1affa6e5381b6ea0d-a6603e19c0dde2eaebfebeb448e8d9094430c711.mp3]	ここから富士山がよく<b>見えます</b>。	从这里可以清楚地看到富士山。	ここから 富[ふ] 士[じ] 山[さん]がよく<b>見[み]えます</b>。	[sound:d57875a4e5ee3a631d397267669023aa-7ab36aafbaaaecd997e9972ce4c860f8983a419b.mp3]		"ミ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">エ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		133	"<img alt=""実体顕微鏡を使う人のイラスト（女性） | かわいいフリー素材集 いらすとや"" src=""science_kenbikyou_woman.webp"">"	动词	敬语（连用形+ます）
s5%k^ZTOa)	違う	ちがう	不同，错，不对。	違[ちが]う	[sound:0c35b5768fb87a72e5983c16b8b7c469-b1da4ffc64d9f1b915ad63f5d5beedf1f7af7910.mp3]	答えが<b>違います</b>。	这是错的答案。	答[こた]えが<b>違[ちが]います</b>。	[sound:b7bc55b9f84d88a2a33b70a01ab15b35-9e0283fa8113fcd5bed12a487520977bb13477ee.mp3]		"チ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">カ<span style=""color: red;"">°</span>ウ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		134	"<img alt=""ねじれ国会のイラスト（政治） | かわいいフリー素材集 いらすとや"" src=""nejirekokkai.webp"">"	动词	敬语（连用形+ます）
j0?a|#=<Cu	男	おとこ	男人，男性	男[おとこ]	[sound:05afd54bff492d40b1d839494c3b87d9-0feda564d3b748ac031b271f29b662ba25326f9d.mp3]	<b>男</b>の人が私たちに話しかけた。	有个男人跟我们搭话了。	<b>男[おとこ]</b>の 人[ひと]が 私[わたし]たちに 話[はな]しかけた。	[sound:4f466b182e027fa0a7e6006a421c740e-d9af5f3366b4e079879df6f51d1a9786dd8461bf.mp3]		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">トコ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		138	"<img src=""face_smile_man2.webp"">"		
zX~6U+w*>T	ただ	ただ	免费；不用付钱	ただ	[sound:0fcaa26c3a704baca73d394963ef7e89-1ce91a2f6ad920ca2db88ef37c15f81fd8ceb17f.mp3]	この温泉は<b>ただ</b>です。	这个温泉是免费的。	この 温[おん] 泉[せん]は<b>ただ</b>です。	[sound:9b7869f816aced2aab3dd5ff40bbb159-467491d07848770cb4d67ddcf0e43e1d74d45c40.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">タ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ダ"		143	"<img src=""car_taxi_free.webp"">"		
uP;/`?{=QO	ただ	ただ	仅仅，只是。	ただ	[sound:49b63345de745210d379683d597a0670.mp3]	私は<b>ただ</b>彼女と話したかっただけです。	我只是想和她聊聊。	私[わたし]は<b>ただ</b> 彼[かの] 女[じょ]と 話[はな]したかっただけです。	[sound:498e7f955386a5cb6cb9627df2159f60.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">タ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ダ"		143	"<img alt=""勉強が好調な人のイラスト（女性） | かわいいフリー素材集 いらすとや"" src=""slump_good_woman_study.webp"">"		
G^DaF[.SS/	人間	にんげん	人类；人	人[にん] 間[げん]	[sound:008aa76a44bd59d6f3bdd996cca1a900-e51846b68ce7cc62835c09e1e94076f15f9b0222.mp3]	<b>人間</b>の心は複雑です。	人类的心灵非常复杂。	<b>人[にん] 間[げん]</b>の 心[こころ]は 複[ふく] 雑[ざつ]です。	[sound:1097a84510567b8764bd76400ac0106e-52afca3cd50557973982632c0903a80af7b41a0c.mp3]		"ニ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンケ<span style=""color: red;"">°</span>ン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		158	"<img src=""figure_service.webp"">"		
P_9WbZX}Z5	作る	つくる	做，制造，创造。	作[つく]る	[sound:6f0951279a64a81133b2c6acfb3d3020-2eaa51cf10c2cb113f607b8507d951884d35e5f2.mp3]	今、朝ご飯を<b>作っています</b>。	我现在正在做早餐。	今[いま]、 朝[あさ]ご 飯[はん]を<b>作[つく]っています</b>。	[sound:1449095d14368d2e96c9f8c63a1a3be1-a69f0dcbab8afd728dee5043c593011ac57c72ad.mp3]		"<span style=""color: royalblue;"">ツ</span><span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ク</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		166	"<img src=""figure_tsukuru_genkeishi.webp"">"	动词	敬语进行时（连用形+て+いる+ます）
coAg{MN{Ft	感じる	かんじる	感觉，感受到。	感[かん]じる	[sound:559836ca58df41da0686ec30971c7c9f-a56a7f362f63afa076a0d83a31d419023eaa3fb2.mp3]	膝に痛みを<b>感じます</b>。	我的膝盖感到疼痛。	膝[ひざ]に 痛[いた]みを<b>感[かん]じます</b>。	[sound:505ff8f1692829b885a74e09f2b0f468-5322cc48059ccbb422c96479fd52dfed6f8fe474.mp3]		"カ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンジル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		175	"<img alt=""関節痛のイラスト（ひざ） | かわいいフリー素材集 いらすとや"" src=""kansetsutsuu_hiza.webp"">"	动词	敬语（连用形+ます）
n|p^Hya|N	上	うえ	上方，向上	上[うえ]	[sound:1d280ce35addf9331ef1e782596838c3-148e341584f0ba95b9e4767d32069638fc12f269.mp3]	<b>上</b>を向いて。	请向上看。	<b>上[うえ]</b>を 向[む]いて。	[sound:1b2e2b02de3181d01f18d01197c426e9-53beb9adcd753319f81fd41784b86b567f8ffa6c.mp3]		"ウ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">エ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>*"	如果被修饰则为 うえ＼（その上に 为 そのうえ＼に），否则为 うえ￣。	176	"<img src=""mark_arrow_up.webp"">"		
p-K{u;{RY1	強い	つよい	强烈的、强大的。	強[つよ]い	[sound:3a1adeecf69e803bb74d2488c951eb57-c7bffd8b07b81f2c4f6a0d80c29aa9a5645da565.mp3]	今日は風が<b>強い</b>。	今天风很大。	今日[きょう]は 風[かぜ]が<b>強[つよ]い</b>。	[sound:24f15a5117be4bf535982d1d316420c5-3e0fd801198e4cd9ead730e644628b52e18ee09c.mp3]		"ツ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ヨ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		177	"<img src=""business_woman_macho.webp"">"		
rZ;:9Ng<>#	出す	だす	拿出，取出	出[だ]す	[sound:947d4453b5acfc64bf282fdc37f85391-4172f5d11011814fc35bd743e05f42a85bebacae.mp3]	彼はかばんから教科書を<b>出した</b>。	他从包里拿出了教科书。	彼[かれ]はかばんから 教[きょう] 科[か] 書[しょ]を<b>出[だ]した</b>。	[sound:8335736cdeaf3e6e7d3b478c2edd57f8-422561f171c5bbc814e662ea026c2dde9fab93f0.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ダ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ス"		178	"<img src=""school_toshokan_hondana.webp"">"	动词	过去时（连用形+た）
Q#Eu`/,((>	笑う	わらう	笑，微笑。	笑[わら]う	[sound:3e18ffe0e928717549e3cbad413532e2-d14b9fb90f1c78bf8b25fc8b33a76ae5de5c286b.mp3]	赤ん坊が<b>笑っています</b>。	宝宝在笑。	赤[あか]ん 坊[ぼう]が<b>笑[わら]っています</b>。	[sound:29acbd97abaeb71bf99ea876ad78727e-a662a090f67dfa41d253129b8f6f03858b29683e.mp3]		"ワ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ラウ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		181	"<img src=""pose_warau_kuchi_kakusu_woman.webp"">"	动词	敬语进行时（连用形+て+いる+ます）
PL30]wdY7T	毎月	まいつき	每个月；每月	毎[まい] 月[つき]	[sound:598V.mp3]	私は<b>毎月</b>貯金をしています。	我每个月都会存钱。	私[わたし]は<b>毎[まい] 月[つき]</b> 貯[ちょ] 金[きん]をしています。	[sound:598S.mp3]		"マ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">イ<span style=""color: royalblue;"">ツ</span>キ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		12521	"<img src=""text3_maitsuki.webp"">"		
lf@~YB~=>I	毎年	まいとし	每年；每一个年度	毎[まい] 年[とし]	[sound:908V.mp3]	<b>毎年</b>、クリスマスに国へ帰ります。	我每年圣诞节都会回国。	<b>毎[まい] 年[とし]</b>、クリスマスに 国[くに]へ 帰[かえ]ります。	[sound:JLPT_Tango_N4_0029.mp3]		"マ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">イトシ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		4148	"<img src=""text4_maitoshi.webp"">"		
7XpdZ$oN)	多く	おおく	许多，大量	多[おお]く	[sound:a95936e4149e2dacee230ef5e6544e13-b9eaec9fcdd43184ce7d9647960b5e09d8eb8b3d.mp3]	毎年<b>多く</b>の人が海外へ旅行する。	每年都有很多人出国旅游。	毎[まい] 年[とし]<b>多[おお]く</b>の 人[ひと]が 海[かい] 外[がい]へ 旅[りょ] 行[こう]する。	[sound:27f81effe35a5a9819fb68677341cbec-889288ee79ae1c0c579c708801b383a2f2488f44.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">オ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ーク"		181	"<img alt=""情報過多で苦しむ人のイラスト | かわいいフリー素材集 いらすとや"" src=""jouhou_hanran.webp"">"		
je}~;:*OPe	くらい	くらい	大约，左右，指数量上的约数。	くらい	[sound:くらい_クライ━_0_NHK-2016.mp3]	毎日、７時間<b>くらい</b>眠ります。	我每天大约睡七个小时。	毎[まい] 日[にち]、 ７[しち] 時[じ] 間[かん]<b>くらい</b> 眠[ねむ]ります。	[sound:kuraiS.mp3]		"ク<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ライ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>*"	词语くらい在复合时大多呈○○く＼らい。存在以下几个例外：<br>1. 如果跟在これ、この、それ、その、あれ、或あの之后，くらい为平板。<br>2. どれくらい和どのくらい既可以为头高型，也可以为平板型。<br>3. くらい与动词、形容词、形容动词复合时，可能复合也可能不复合。<br>4. 跟在平板动词或平板形容词后时，くらい为く＼らい；而在平板形容动词后，则可以为くらい￣或く＼らい。	184	"<img alt=""算数・数学のマーク | かわいいフリー素材集 いらすとや"" src=""math_mark12_plus_minus.webp"">"		
FHG4jdQ)++	姉	あね	姐姐，指比自己年长的女性兄弟。	姉[あね]	[sound:2235a976f91a1da18a792458289369af-8c107712a2062be818058e7a52b9fc6547a2ffdf.mp3]	<b>姉</b>は大学生です。	我姐姐是大学生。	<b>姉[あね]</b>は 大[だい] 学[がく] 生[せい]です。	[sound:ff13bab6f51460312e323853acdcfa46-ba5501970da213a053ad231403596613d32d88da.mp3]		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ネ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		1167	"<img src=""family_shimai.webp"">"		
PL,d.LT:MN	弟	おとうと	弟弟。	弟[おとうと]	[sound:562794e3220a59fcc835c5de933e2e92-fbe329f3b8515620ac3c018ec54a50563ad1dafe.mp3]	<b>弟</b>にプレゼントをあげました。	我送给了弟弟一份礼物。	<b>弟[おとうと]</b>にプレゼントをあげました。	[sound:JLPT_Tango_N5_0717.mp3]		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">トート</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		1418	"<img src=""family_kyoudai.webp"">"		
PT{.Dk$V}%	妹	いもうと	妹妹，指比自己年幼的女性兄弟。	妹[いもうと]	[sound:62eed918bfc99c443b1179b7e3cbcff4-e4f2398db6170531221be25df7abb550ef7be981.mp3]	私の<b>妹</b>は小学生です。	我的妹妹是小学生。	私[わたし]の<b>妹[いもうと]</b>は 小[しょう] 学[がく] 生[せい]です。	[sound:ce1e7bc46249e165c6fcbc9eb8b518b5-86e95c7f432f6cff34fb450c8e610a39b3cd5325.mp3]		"イ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">モート</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		677	"<img src=""family_shimai.webp"">"		
b,sy7xZ!Xa	力	ちから	力量，力气	力[ちから]	[sound:力_チカラ＼_3_NHK-2016.mp3]	私より妹の方が<b>力</b>があります。	我妹妹比我更有力气。	私[わたし]より 妹[いもうと]の 方[ほう]が<b>力[ちから]</b>があります。	[sound:JLPT_Tango_N4_0677.mp3]		"<span style=""color: royalblue;"">チ</span><span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カラ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		188	"<img alt=""力こぶのイラスト | かわいいフリー素材集 いらすとや"" src=""chikarakobu.webp"">"		
P4fvnC$jSz	世界	せかい	世界；指世界、地球，作为整体的空间或人类活动的范围。	世[せ] 界[かい]	[sound:世界_セ＼カイ_1_NHK-2016.mp3]	<b>世界</b>の地図はありますか。	你有世界地图吗？	<b>世[せ] 界[かい]</b>の 地[ち] 図[ず]はありますか。	[sound:JLPT_Tango_N5_0074.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">セ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>カイ"		189	"<img src=""sekaichizu.webp"">"		
ClUhd*h`!4	相手	あいて	对手，伙伴。	相[あい] 手[て]	[sound:相手_アイテ＼_3_NHK-2016.mp3]	試合の<b>相手</b>は誰ですか。	比赛的对手是谁？	試[し] 合[あい]の<b>相[あい] 手[て]</b>は 誰[だれ]ですか。	[sound:aiteS.mp3]		"ア<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">イテ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		190	"<img src=""sports_takkyu_men.webp"">"		
BR6eGnF%:q	姿	すがた	身影，外貌	姿[すがた]	[sound:0204f79286d64fb0b463b071d31b76a3-572d4fc7f6ebaf76510eec8ad35335433f67a108.mp3]	遠くに彼女の<b>姿</b>が見えた。	远远地能看见她的身影。	遠[とお]くに 彼[かの] 女[じょ]の<b>姿[すがた]</b>が 見[み]えた。	[sound:c253a608cda11db7d5dbe3710df03f5d-a137b7694039ca33e3b5e278b45c1800af2ce36f.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ス</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>カ<span style=""color: red;"">°</span>タ"		191	"<img alt=""人のシルエット（少女）"" src=""silhouette_human04_youngwoman.webp"">"		
N1v7~{*0!*	死ぬ	しぬ	死，死亡。	死[し]ぬ	[sound:ed5e5d19edc49db091b4ca65f3e7f974-339537784ba8364acea45b6618eb7efc5ca62e25.mp3]	犬が病気で<b>死にました</b>。	我的狗因病去世了。	犬[いぬ]が 病[びょう] 気[き]で<b>死[し]にました</b>。	[sound:49a71f46ed7e3826c99a9781a09e3cae-36e55e85114bc420719072012bc0ced8a7210d31.mp3]		"シ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ヌ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		192	"<img src=""yurei_youngman3_sad.webp"">"	动词	敬语过去时（连用形+ました）
hdXR,p@v`A	早い	はやい	早；时间上较早的。	早[はや]い	[sound:早い_ハヤ＼イ_2_NHK-2016.mp3]	A「今朝、5時に起きました。」<br>B「<b>早い</b>ですね。」	A：我今天早上五点起床了。B：真早啊。	A:「 今朝[けさ]、 5[ご] 時[じ]に 起[お]きました。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	[sound:JLPT_Tango_N5_0407.mp3]	当fast指的是（物理上的）速度时，我们写作速い。	"ハ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ヤ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		198	"<img alt=""徹夜明けの笑顔のイラスト（男性） | かわいいフリー素材集 いらすとや"" src=""nebusoku_tetsuya_ake_man_smile-1f354ea3a270d12bb1256878a9947afdc06775c2.webp"">"		
vx7I^{!XF+	早い	はやい	快；迅速（指时间方面）	早[はや]い	[sound:早い_ハヤ＼イ_2_NHK-2016.mp3]	A「東京から大阪まで2時間半です。」<br>B「<b>早い</b>ですね。」	A：从东京到大阪需要两个半小时。B：真快啊！	A:「 東[とう] 京[きょう]から 大[おお] 阪[さか]まで 2[に] 時[じ] 間[かん] 半[はん]です。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	[sound:JLPT_Tango_N5_0408.mp3]	当fast指的是（物理上的）速度时，我们写作速い。	"ハ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ヤ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		198	"<img alt=""飛んでいく時間のイラスト | かわいいフリー素材集 いらすとや"" src=""jikan_tobu-be0cc4b37e2be2561af0e00c843955ec9ac12fea.webp"">"		
DpFy#@02zA	頭	あたま	头，指人体的头部。	頭[あたま]	[sound:98724d1b34b1203d13c9a207d50556c3-b65122d82a6b2c5ecdcf42e492739f8f8fa1d617.mp3]	今朝から<b>頭</b>が痛い。	我从今天早上开始头一直在疼。	今朝[けさ]から<b>頭[あたま]</b>が 痛[いた]い。	[sound:07533e5777f8ffc177d3df7e33aab742-e09b4ebe386455eb966b182b874d1ed35e28dc02.mp3]		"ア<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">タマ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		199	"<img src=""virus_zutsuu2.webp"">"		
zq4u$6#=$h	戻る	もどる	返回，回到（原来的地方或状态）	戻[もど]る	[sound:4de37ff7a2f1f46bcdb480c72539f441-8638783145db8a194595b0ef22962c2c06736907.mp3]	今、会社に<b>戻ります</b>。	我现在回公司。	今[いま]、 会[かい] 社[しゃ]に<b>戻[もど]ります</b>。	[sound:71d47d155f56bee538053f5b4d7e58f9-871035fd06397de1a7d4bf4b3c3e90f60d7095bb.mp3]		"モ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		201	"<img src=""navigationj_back.webp"">"	动词	敬语（连用形+ます）
hk&X%537XQ	ずっと	ずっと	一直，始终（指持续一段时间，不间断地）	ずっと	[sound:ずっと_ズット━_0_NHK-2016.mp3]	<b>ずっと</b>日本へ留学したいと思っていました。	我一直想着要去日本留学。	<b>ずっと</b> 日本[にほん]へ 留[りゅう] 学[がく]したいと 思[おも]っていました。	[sound:JLPT_Tango_N4_0865-01.mp3]	结构ずっと~たいと思った就像是在说“我一直想……”。	"ズ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ット</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		205	"<img src=""kids_ochitsuki_nai_girl.webp"">"		
rSNrhpqDe`	どうして	どうして	为什么；为何，用于询问原因或理由。	どうして	[sound:2cd7816ca841097d39c700a150a163a1-c0ab1f57f33f3a567e925024f8ba2d34f5af51ad.mp3]	<b>どうして</b>泣いているの。	你为什么哭呢？	<b>どうして</b> 泣[な]いているの。	[sound:7c6e07e2d9445431457e08d8a8514cee-a02994925f3f68c42275b2e7fcd5952ed9d6ecdf.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ー<span style=""color: royalblue;"">シ</span>テ"		208	"<img alt=""Why?」と肩をすくめる白人女性のイラスト | かわいいフリー素材集 ..."" src=""pose_english_why_woman.webp"">"		
vgdI!P$GhE	やっぱり	やっぱり	果然，还是，毕竟，终究（表示最终确认或与预期一致）	やっぱり	[sound:c4e1a9eb0936ed1c3aa2885dfe489d4c-cafe4a0c293113d56c3090290d1c8604c186b883.mp3]	<b>やっぱり</b>旅が大好きだ。	果然我还是很喜欢旅行。	<b>やっぱり</b> 旅[たび]が 大[だい] 好[す]きだ。	[sound:b31805a127db22868e2388a32ffa0b30-fa4ea60f0b03b5069b31b82c5b648ae6f167fb80.mp3]	也可以是やはり，通常やっぱり更为强调。	"ヤ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ッパ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>リ"		213	"<img src=""poze_unazuku_man.webp"">"		
KNOE38f>mo	つもり	つもり	打算，意图，计划	つもり	[sound:838V.mp3]	明日からタバコを止める<b>つもり</b>です。	我打算从明天开始戒烟。	明日[あした]からタバコを 止[や]める<b>つもり</b>です。	[sound:838S.mp3]		"ツ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">モリ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		214	"<img alt=""ガッツポーズをしている男の子のイラスト | かわいいフリー素材集 ..."" src=""gutspose_man.webp"">"		
kG[]R&X1aC	必要	ひつよう	必要、需要的	必[ひつ] 要[よう]	[sound:必要_ヒツヨー━_0_NHK-2016.mp3]	これは授業に<b>必要</b>な本です。	这是上课需要的书。	これは 授[じゅ] 業[ぎょう]に<b>必[ひつ] 要[よう]</b>な 本[ほん]です。	[sound:JLPT_Tango_N4_0207-02.mp3]		"<span style=""color: royalblue;"">ヒ</span><span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ツヨー</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		215	"<img src=""ninshin_goods.webp"">"		
